epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,4428.44,1.17175,0.66559,1.00063,0.82355,0.81248,0.86045,0.59892,1.11398,0.63377,0.99179,0.007558,0.007558,0.007558
76,4487.61,1.16355,0.65805,0.9949,0.84019,0.78222,0.85087,0.59053,1.12837,0.63312,0.99348,0.007525,0.007525,0.007525
77,4546.59,1.1783,0.66824,1.00533,0.83999,0.78034,0.85528,0.59758,1.10388,0.62062,0.98334,0.007492,0.007492,0.007492
78,4605.69,1.15774,0.65895,0.99513,0.85387,0.80425,0.86937,0.61241,1.10579,0.6143,0.98183,0.007459,0.007459,0.007459
79,4664.44,1.16345,0.66427,0.99602,0.84015,0.80478,0.86309,0.59915,1.14782,0.6196,0.99726,0.007426,0.007426,0.007426
80,4722.8,1.15263,0.65773,0.994,0.85778,0.77902,0.85927,0.58858,1.15949,0.63017,1.00482,0.007393,0.007393,0.007393
81,4781.78,1.15448,0.65247,0.99565,0.81878,0.81977,0.86904,0.60857,1.11355,0.60628,0.98731,0.00736,0.00736,0.00736
82,4840.99,1.15545,0.65595,0.98851,0.861,0.80148,0.8709,0.60558,1.12735,0.61326,0.99107,0.007327,0.007327,0.007327
83,4900.76,1.1561,0.66441,0.99015,0.8589,0.7928,0.87139,0.6133,1.08251,0.60488,0.97785,0.007294,0.007294,0.007294
84,4960.03,1.13693,0.65022,0.98619,0.85687,0.79537,0.86548,0.60584,1.11896,0.60666,0.98743,0.007261,0.007261,0.007261
85,5020.01,1.15376,0.65282,0.99106,0.85957,0.80604,0.86658,0.61059,1.11051,0.6007,0.98646,0.007228,0.007228,0.007228
86,5079.56,1.15111,0.65383,0.99103,0.83468,0.796,0.86567,0.6109,1.09673,0.60709,0.9792,0.007195,0.007195,0.007195
87,5139.78,1.1467,0.64869,0.98884,0.84319,0.79264,0.86306,0.60989,1.10639,0.61394,0.98272,0.007162,0.007162,0.007162
88,5199.05,1.1467,0.65233,0.98993,0.83562,0.80317,0.86666,0.60013,1.14695,0.61146,0.99416,0.007129,0.007129,0.007129
89,5258.87,1.15093,0.64764,0.99267,0.8436,0.8048,0.86707,0.61412,1.07913,0.60467,0.97988,0.007096,0.007096,0.007096
90,5318.3,1.14391,0.64981,0.98791,0.84917,0.80087,0.86217,0.60975,1.0881,0.60091,0.98421,0.007063,0.007063,0.007063
91,5378.01,1.14512,0.64735,0.98972,0.84462,0.80759,0.86906,0.60851,1.1076,0.60108,0.98468,0.00703,0.00703,0.00703
92,5437.05,1.14099,0.64761,0.98869,0.8633,0.81169,0.86977,0.60315,1.13327,0.60747,0.99146,0.006997,0.006997,0.006997
93,5495.94,1.13797,0.64666,0.98519,0.85115,0.802,0.87019,0.60946,1.11496,0.60691,0.98267,0.006964,0.006964,0.006964
94,5554.88,1.14717,0.65153,0.98811,0.83759,0.81093,0.86789,0.61162,1.10625,0.59963,0.98427,0.006931,0.006931,0.006931
95,5614.41,1.14549,0.6405,0.9881,0.84089,0.8219,0.87206,0.61767,1.0868,0.59301,0.97856,0.006898,0.006898,0.006898
96,5673.51,1.13643,0.64238,0.98532,0.84581,0.80457,0.86833,0.61619,1.07598,0.59063,0.97697,0.006865,0.006865,0.006865
97,5732.89,1.1261,0.63348,0.98407,0.85533,0.8076,0.87089,0.61425,1.0905,0.59819,0.97792,0.006832,0.006832,0.006832
98,5791.5,1.14165,0.64535,0.98554,0.84892,0.79631,0.86214,0.60889,1.0875,0.5953,0.9767,0.006799,0.006799,0.006799
99,5850.65,1.13559,0.63868,0.9862,0.84758,0.81056,0.86736,0.61658,1.07815,0.59092,0.97434,0.006766,0.006766,0.006766
100,5909.96,1.13171,0.63677,0.98421,0.83669,0.82542,0.86987,0.61454,1.09291,0.59705,0.98183,0.006733,0.006733,0.006733
101,5969.32,1.138,0.64624,0.9863,0.84128,0.82401,0.87322,0.61725,1.08531,0.59007,0.97651,0.0067,0.0067,0.0067
102,6028.97,1.13268,0.64215,0.98375,0.82482,0.8301,0.87052,0.61153,1.10387,0.60271,0.98331,0.006667,0.006667,0.006667
103,6088.43,1.12798,0.64098,0.98517,0.87271,0.81113,0.8751,0.61331,1.11025,0.59346,0.98499,0.006634,0.006634,0.006634
104,6147.24,1.12401,0.63531,0.97828,0.83775,0.81981,0.87282,0.61726,1.08033,0.59016,0.97851,0.006601,0.006601,0.006601
105,6206.52,1.13126,0.6366,0.98575,0.83394,0.82932,0.87325,0.61518,1.09462,0.58859,0.98092,0.006568,0.006568,0.006568
106,6265.95,1.11307,0.62778,0.97773,0.83994,0.82027,0.87521,0.61935,1.08615,0.59078,0.98172,0.006535,0.006535,0.006535
